context_index,category,question,new_category
1191,microbiology,What is the significance of the CTX-M-101 gene in Salmonella Enteritidis and how does it contribute to antibiotic resistance?,microbiology
1044,microbiology,Describe the Mannitol Egg Yolk Polymyxin (MYP) agar method used for Bacillus cereus isolation.,microbiology
1472,"microbiology, pharmacology, veterinary medicine",Explain the minimum inhibitory concentration (MIC) and how it is used to evaluate the effectiveness of antimicrobial agents.,microbiology
1493,microbiology,What are the main factors that affect the efficiency of fungal cultures in removing or degrading hydrocarbons from petroleum-contaminated soil?,microbiology
694,microbiology,"Describe the process of preparing bacterial samples for tandem mass spectrometry analysis, including the steps from cell culture to peptide analysis.",microbiology
1412,"pulmonology, microbiology, immunology",Describe the role of the lung and gut microbiomes in the pathogenesis of COPD.,microbiology
2218,forestry,What is pine wilt disease and which organism is primarily responsible for causing it?,microbiology
1381,"nutrition, public health, genetics, microbiology, neurology",Compare the effects of probiotics and their derived postbiotics on the microbiota composition and health conditions in in vivo studies.,microbiology
1594,"public health, microbiology, pathology",Why is it important to avoid water contamination during the worm extraction process?,microbiology
1378,"microbiology, veterinary medicine",Discuss the role of TPCK-treated trypsin and glycochenodeoxycholic acid (GCDCA) in the cell culture system for PEDV.,microbiology
1026,"microbiology, infectious diseases, pharmacology",Describe the morphological characteristics of bacteriophage UZM3 that classify it as a siphovirus.,microbiology
121,"public health, microbiology",What are the limitations of the urinary antigen test (UAT) in the diagnosis of legionellosis?,microbiology
1691,"infectious diseases, microbiology, immunology, pulmonology",Compare and contrast the BioFire® FilmArray® Pneumonia Panel with standard culture methods in terms of pathogen detection and time to result.,microbiology
1255,"microbiology, pharmacology, public health",Discuss the in vitro antibacterial activity of 9-methoxyellipticine against multidrug-resistant bacteria and Shiga toxin-producing E. coli (STEC O157).,microbiology
2218,forestry,How does the presence of ectomycorrhizal fungi influence the resistance of pine plantlets to pine wood nematode infestation?,microbiology
672,"microbiology, pharmacology",Define antimicrobial peptides (AMPs) and describe their significance in treating infections caused by multi-drug resistant pathogens.,microbiology
2016,"infectious diseases, public health",Why might a patient with a positive rapid test for SARS-CoV-2 but a negative RT-qPCR result still be considered as possibly infected with COVID-19?,microbiology
1395,microbiology,"What is the significance of plant-growth-promoting rhizobacteria (PGPR) in agriculture, and how do they interact with plant roots?",microbiology
888,"immunology, microbiology",Explain the concept of oligosaccharide-producing probiotic strains and how they can potentially use the oligosaccharides they produce as prebiotics to increase their own growth in the human intestinal tract.,microbiology
865,immunology,What is lymphatic filariasis (LF) and which organisms are primarily responsible for this infection?,microbiology
790,microbiology,Describe the importance of scanning electron microscopy (SEM) in the taxonomic identification of triatomine species.,microbiology
948,"microbiology, public health, infectious diseases, pharmacology",Explain the significance of methicillin-resistant Staphylococcus aureus (MRSA) and vancomycin-resistant Enterococci (VRE) as hospital-acquired pathogens.,microbiology
696,microbiology,How does the microbial community composition affect the efficiency of biogas production?,microbiology
1071,microbiology,Explain how beneficial microorganisms can help plants cope with high temperature stress.,microbiology
128,"microbiology, infectious diseases, orthopaedics",Describe the biosafety precautions necessary when handling cultures suspected of containing Francisella tularensis.,microbiology
2347,pediatrics,Describe the transmission method of the Respiratory Syncytial Virus (RSV).,microbiology
1493,microbiology,Explain the significance of ligninolytic enzymes in the biodegradation of petroleum hydrocarbons.,microbiology
539,"microbiology, public health",What is the potential impact of the optimized qPCR conditions for CrAssPFL2 on the protocols for identifying human-derived fecal contamination?,microbiology
1384,microbiology,Describe the role of sterilized soybean oil in the fatty acid metabolism of Bacillus LFB112.,microbiology
630,"microbiology, public health, veterinary medicine",What is the causative agent of canine leishmaniasis and how is it transmitted?,microbiology
2271,microbiology,Differentiate between the amino acid-only (AA) and bile salt/amino acid (BA) germination pathways in terms of required co-germinants and inhibitors.,microbiology
1267,microbiology,What are the effects of pristine and functionalized multi-walled carbon nanotubes (MWCNTs) and single-walled carbon nanotubes (SWCNTs) on the expression of oxidative stress genes in Escherichia coli?,microbiology
854,microbiology,Describe the role of the OXA-48 family in public health and its impact on the treatment of Gram-negative bacterial infections.,microbiology
668,"immunology, microbiology, public health, pharmacology",Describe the primary modes of microorganism transmission and how they relate to the spread of COVID-19.,microbiology
1073,"neurology, microbiology, immunology, genetics",Explain how 3D brain organoids generated from induced human pluripotent stem cells (ihPSC) are used as a model for studying ZIKV infection.,microbiology
